transaction_id,customer_id,merchant_id,amount,payment_method,bank,failure_reason,failure_category,attempt_count,previous_success_count,previous_failure_count,preferred_payment_method,customer_tenure_days,customer_value_segment,hour_of_day,day_of_week,merchant_category,checkout_abandoned,checkout_duration_seconds,device_type,historical_avg_order_value,recovery_action,recovery_success,recovery_delay_minutes,recovered_amount
tx_rec_115053,cust_13057,mer_229,15943.18,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,2,5,9,CARD,553,STANDARD,19,2,EdTech & Learning,0,293,MOBILE_ANDROID,5378.63,UPI_INTENT_FALLBACK,1,2.6,15943.18
tx_rec_115054,cust_16035,mer_231,6578.54,CARD,HDFC Bank,OTP_FAILED,AUTHENTICATION,1,26,6,CARD,180,GROWTH,13,0,EdTech & Learning,0,42,MOBILE_IOS,10118.34,SMART_PAYLINK_1CLICK,1,2.1,6578.54
tx_rec_115055,cust_15523,mer_103,86296.85,CARD,Punjab National Bank,INVALID_CARD,INVALID_INSTRUMENT,1,57,5,CARD,173,VIP,11,3,E-Commerce & Retail,0,155,MOBILE_ANDROID,52679.51,UPI_INTENT_FALLBACK,1,1.3,86296.85
tx_rec_115056,cust_10188,mer_127,8356.93,CARD,Bank of Baroda,INVALID_CARD,INVALID_INSTRUMENT,3,2,7,CARD,64,STANDARD,14,2,E-Commerce & Retail,0,158,TABLET,7432.97,CARD_UPDATE_PROMPT,0,0.0,0.0
tx_rec_115057,cust_14794,mer_167,12195.89,MANDATE,Axis Bank,MANDATE_FAILED,MANDATE_ISSUE,2,7,4,MANDATE,1,GROWTH,18,0,EdTech & Learning,0,177,MOBILE_ANDROID,11669.53,TIMED_SMART_RETRY,1,183.6,12195.89
tx_rec_115058,cust_15603,mer_198,2977.55,CARD,ICICI Bank,OTP_FAILED,AUTHENTICATION,3,8,3,CARD,86,STANDARD,7,5,E-Commerce & Retail,0,55,MOBILE_ANDROID,3097.21,UPI_INTENT_FALLBACK,1,1.5,2977.55
tx_rec_115059,cust_16685,mer_206,31601.7,NET_BANKING,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,38,2,NET_BANKING,106,VIP,8,1,E-Commerce & Retail,0,65,MOBILE_ANDROID,27949.15,TIMED_SMART_RETRY,1,132.7,31601.7
tx_rec_115060,cust_17737,mer_104,78326.15,CARD,HDFC Bank,OTP_FAILED,AUTHENTICATION,2,54,3,CARD,4,VIP,12,6,E-Commerce & Retail,0,225,MOBILE_ANDROID,56970.68,UPI_INTENT_FALLBACK,1,6.6,78326.15
tx_rec_115061,cust_13579,mer_164,8521.3,CARD,State Bank of India,OTP_FAILED,AUTHENTICATION,2,19,7,CARD,265,GROWTH,14,6,SaaS & Cloud Services,0,48,MOBILE_ANDROID,13795.87,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115062,cust_12691,mer_223,54632.23,CARD,HDFC Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,25,4,WALLET,3,VIP,7,4,E-Commerce & Retail,0,224,MOBILE_ANDROID,46371.79,UPI_INTENT_FALLBACK,1,1.7,54632.23
tx_rec_115063,cust_15877,mer_200,10352.08,CARD,HDFC Bank,OTP_FAILED,AUTHENTICATION,1,7,7,CARD,182,STANDARD,16,2,E-Commerce & Retail,0,725,MOBILE_IOS,3862.36,SMART_PAYLINK_1CLICK,1,24.5,10352.08
tx_rec_115064,cust_17432,mer_230,4699.88,NET_BANKING,Punjab National Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,2,7,NET_BANKING,516,STANDARD,18,3,E-Commerce & Retail,0,164,MOBILE_ANDROID,3990.02,CARD_UPDATE_PROMPT,1,92.6,4699.88
tx_rec_115065,cust_11779,mer_101,6402.29,CARD,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,20,1,UPI,106,GROWTH,13,6,Quick Commerce & Food,0,179,MOBILE_ANDROID,4215.55,SMART_PAYLINK_1CLICK,1,1.0,6402.29
tx_rec_115066,cust_13254,mer_204,15889.51,CARD,Axis Bank,OTP_FAILED,AUTHENTICATION,1,9,5,CARD,123,GROWTH,7,6,Quick Commerce & Food,0,82,MOBILE_ANDROID,17568.72,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_115067,cust_16677,mer_192,5281.02,CARD,Axis Bank,OTP_FAILED,AUTHENTICATION,1,14,1,CARD,6,STANDARD,15,3,Travel & Hospitality,0,48,MOBILE_ANDROID,6891.33,SMART_PAYLINK_1CLICK,1,11.8,5281.02
tx_rec_115068,cust_16811,mer_134,1895.15,CARD,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,3,5,5,UPI,12,STANDARD,14,1,SaaS & Cloud Services,0,113,MOBILE_ANDROID,2472.56,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_115069,cust_10177,mer_184,6948.93,CARD,Kotak Mahindra Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,11,4,CARD,13,STANDARD,23,5,E-Commerce & Retail,0,116,MOBILE_ANDROID,6778.09,SMART_PAYLINK_1CLICK,1,3.1,6948.93
tx_rec_115070,cust_15910,mer_244,5337.07,UPI,ICICI Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,4,9,UPI,4,STANDARD,8,0,EdTech & Learning,0,100,MOBILE_ANDROID,5887.78,SMART_PAYLINK_1CLICK,1,6.1,5337.07
tx_rec_115071,cust_16762,mer_215,2706.76,CARD,Axis Bank,BANK_DECLINED,FINANCIAL_LIMIT,3,4,5,UPI,452,STANDARD,11,3,Utilities & Telecom,0,68,MOBILE_IOS,3750.0,TIMED_SMART_RETRY,1,70.0,2706.76
tx_rec_115072,cust_11873,mer_181,20422.82,CARD,ICICI Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,6,1,CARD,446,GROWTH,15,0,Travel & Hospitality,0,320,MOBILE_ANDROID,19288.09,CARD_UPDATE_PROMPT,1,66.2,20422.82
tx_rec_115073,cust_10189,mer_141,12077.51,UPI,ICICI Bank,UPI_PIN_FAILED,AUTHENTICATION,1,14,7,CARD,11,GROWTH,15,0,E-Commerce & Retail,0,24,TABLET,10737.44,SMART_PAYLINK_1CLICK,1,2.0,12077.51
tx_rec_115074,cust_10233,mer_250,2492.08,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,3,2,8,UPI,190,STANDARD,7,4,E-Commerce & Retail,0,244,MOBILE_ANDROID,2944.44,SMART_PAYLINK_1CLICK,1,1.0,2492.08
tx_rec_115075,cust_14010,mer_149,1114.43,CARD,HDFC Bank,BANK_DECLINED,FINANCIAL_LIMIT,1,9,1,CARD,445,STANDARD,21,5,SaaS & Cloud Services,0,338,MOBILE_ANDROID,1158.21,INCENTIVIZED_DUNNING,1,74.1,1058.71
tx_rec_115076,cust_13733,mer_100,4800.38,CARD,Kotak Mahindra Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,8,4,WALLET,320,STANDARD,8,6,E-Commerce & Retail,0,199,MOBILE_ANDROID,4244.86,TIMED_SMART_RETRY,1,264.1,4800.38
tx_rec_115077,cust_12616,mer_204,2844.78,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,1,4,7,CARD,84,STANDARD,13,3,EdTech & Learning,0,37,MOBILE_ANDROID,5345.08,UPI_INTENT_FALLBACK,1,4.4,2844.78
tx_rec_115078,cust_11753,mer_203,1733.92,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,1,10,9,UPI,22,STANDARD,8,1,Utilities & Telecom,0,334,DESKTOP,2684.17,SMART_PAYLINK_1CLICK,1,1.3,1733.92
tx_rec_115079,cust_14142,mer_226,7908.13,MANDATE,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,13,6,MANDATE,49,STANDARD,14,3,EdTech & Learning,0,208,MOBILE_IOS,5917.09,INCENTIVIZED_DUNNING,1,49.5,7512.72
tx_rec_115080,cust_16568,mer_239,7434.53,CARD,HDFC Bank,OTP_FAILED,AUTHENTICATION,2,2,8,UPI,468,STANDARD,9,5,E-Commerce & Retail,0,55,MOBILE_IOS,4361.22,SMART_PAYLINK_1CLICK,1,8.6,7434.53
tx_rec_115081,cust_12178,mer_163,2863.74,NET_BANKING,HDFC Bank,AUTHENTICATION_FAILED,AUTHENTICATION,1,9,3,NET_BANKING,366,STANDARD,13,3,E-Commerce & Retail,0,138,MOBILE_ANDROID,5295.68,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115082,cust_16419,mer_225,2704.97,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,10,5,UPI,162,STANDARD,20,2,E-Commerce & Retail,0,111,MOBILE_IOS,4899.72,UPI_INTENT_FALLBACK,1,8.5,2704.97
tx_rec_115083,cust_17712,mer_217,1562.07,NET_BANKING,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,2,11,6,NET_BANKING,89,STANDARD,11,6,E-Commerce & Retail,0,29,MOBILE_ANDROID,2589.67,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115084,cust_10975,mer_206,6920.4,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,12,7,UPI,227,STANDARD,18,6,Travel & Hospitality,0,104,MOBILE_IOS,7799.46,SMART_PAYLINK_1CLICK,1,10.2,6920.4
tx_rec_115085,cust_14659,mer_242,6446.1,UPI,Kotak Mahindra Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,8,7,CARD,139,STANDARD,10,3,EdTech & Learning,0,470,MOBILE_IOS,4718.53,UPI_INTENT_FALLBACK,1,4.7,6446.1
tx_rec_115086,cust_17662,mer_179,60208.13,UPI,HDFC Bank,UPI_PIN_FAILED,AUTHENTICATION,2,42,1,UPI,170,VIP,12,2,EdTech & Learning,0,94,MOBILE_ANDROID,58796.77,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_115087,cust_17781,mer_110,1827.63,UPI,Kotak Mahindra Bank,UPI_PIN_FAILED,AUTHENTICATION,1,10,6,UPI,29,STANDARD,19,3,E-Commerce & Retail,0,37,MOBILE_ANDROID,2000.66,SMART_PAYLINK_1CLICK,1,3.0,1827.63
tx_rec_115088,cust_16377,mer_169,10682.89,NET_BANKING,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,2,18,1,NET_BANKING,13,GROWTH,11,4,SaaS & Cloud Services,0,224,MOBILE_IOS,19208.2,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115089,cust_15769,mer_130,7385.67,MANDATE,ICICI Bank,MANDATE_CANCELLED,MANDATE_ISSUE,2,7,4,UPI,37,STANDARD,13,0,Quick Commerce & Food,0,383,MOBILE_ANDROID,5075.52,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_115090,cust_10644,mer_101,22856.54,UPI,Kotak Mahindra Bank,USER_CANCELLED,INTENT_ABANDONMENT,1,24,4,UPI,48,GROWTH,10,3,SaaS & Cloud Services,0,58,MOBILE_IOS,18566.43,TIMED_SMART_RETRY,0,0.0,0.0
tx_rec_115091,cust_11373,mer_196,5623.71,UPI,HDFC Bank,SESSION_TIMEOUT,INTENT_ABANDONMENT,1,5,4,UPI,23,STANDARD,14,6,EdTech & Learning,1,7,MOBILE_IOS,5121.91,INCENTIVIZED_DUNNING,1,13.4,5342.52
tx_rec_115092,cust_10795,mer_151,4206.53,UPI,HDFC Bank,UPI_PIN_FAILED,AUTHENTICATION,3,27,2,UPI,510,GROWTH,2,6,E-Commerce & Retail,0,110,MOBILE_ANDROID,5113.88,SMART_PAYLINK_1CLICK,1,4.0,4206.53
tx_rec_115093,cust_15668,mer_197,9543.38,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,11,2,UPI,79,GROWTH,16,6,Travel & Hospitality,0,76,MOBILE_ANDROID,8269.56,TIMED_SMART_RETRY,0,0.0,0.0
tx_rec_115094,cust_17026,mer_230,18760.57,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,45,2,UPI,228,VIP,17,6,Quick Commerce & Food,0,152,MOBILE_ANDROID,15545.12,UPI_INTENT_FALLBACK,1,4.2,18760.57
tx_rec_115095,cust_10034,mer_148,8872.19,UPI,Federal Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,3,1,2,UPI,725,STANDARD,15,1,SaaS & Cloud Services,0,97,MOBILE_ANDROID,4374.77,UPI_INTENT_FALLBACK,1,1.0,8872.19
tx_rec_115096,cust_16347,mer_147,1286.38,WALLET,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,1,13,9,UPI,235,STANDARD,9,6,E-Commerce & Retail,0,91,MOBILE_IOS,1256.59,UPI_INTENT_FALLBACK,1,1.6,1286.38
tx_rec_115097,cust_14059,mer_111,10118.79,UPI,Kotak Mahindra Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,5,4,UPI,37,STANDARD,12,4,EdTech & Learning,0,141,MOBILE_ANDROID,4978.5,UPI_INTENT_FALLBACK,1,2.9,10118.79
tx_rec_115098,cust_14050,mer_207,12382.14,CARD,ICICI Bank,SESSION_TIMEOUT,INTENT_ABANDONMENT,1,13,7,CARD,339,STANDARD,6,4,Quick Commerce & Food,1,21,TABLET,6389.55,WHATSAPP_CONCIERGE,1,50.4,12382.14
tx_rec_115099,cust_12048,mer_124,1712.36,CARD,HDFC Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,7,6,CARD,46,STANDARD,8,6,Travel & Hospitality,1,30,MOBILE_ANDROID,1113.96,INCENTIVIZED_DUNNING,1,10.0,1626.74
tx_rec_115100,cust_17565,mer_233,1975.87,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,2,4,8,UPI,122,STANDARD,6,3,SaaS & Cloud Services,0,67,MOBILE_IOS,1615.88,UPI_INTENT_FALLBACK,1,5.1,1975.87
tx_rec_115101,cust_11151,mer_186,1800.73,WALLET,HDFC Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,4,8,7,WALLET,20,STANDARD,17,0,E-Commerce & Retail,0,142,MOBILE_ANDROID,2509.57,INCENTIVIZED_DUNNING,1,27.3,1710.69
tx_rec_115102,cust_14428,mer_142,57036.03,CARD,State Bank of India,CARD_DECLINED,FINANCIAL_LIMIT,2,21,3,UPI,330,VIP,17,6,EdTech & Learning,0,294,MOBILE_IOS,51428.66,UPI_INTENT_FALLBACK,1,6.2,57036.03
tx_rec_115103,cust_14545,mer_215,19160.48,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,29,4,UPI,59,GROWTH,13,3,SaaS & Cloud Services,0,93,MOBILE_IOS,12634.62,UPI_INTENT_FALLBACK,1,6.1,19160.48
tx_rec_115104,cust_12375,mer_109,6825.22,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,2,14,6,UPI,348,STANDARD,10,6,E-Commerce & Retail,0,422,MOBILE_ANDROID,7992.57,UPI_INTENT_FALLBACK,1,1.7,6825.22
tx_rec_115105,cust_14309,mer_214,2667.78,UPI,Kotak Mahindra Bank,USER_CANCELLED,INTENT_ABANDONMENT,3,8,8,UPI,159,STANDARD,15,4,Travel & Hospitality,0,213,TABLET,2892.7,CARD_UPDATE_PROMPT,1,10.0,2667.78
tx_rec_115106,cust_13334,mer_105,4209.68,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,4,13,1,UPI,109,GROWTH,7,0,Quick Commerce & Food,0,53,MOBILE_ANDROID,5668.63,SMART_PAYLINK_1CLICK,1,7.8,4209.68
tx_rec_115107,cust_13926,mer_192,2935.53,CARD,Kotak Mahindra Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,6,1,CARD,217,STANDARD,16,2,E-Commerce & Retail,0,29,MOBILE_ANDROID,7976.16,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115108,cust_17202,mer_136,19385.49,UPI,HDFC Bank,TRANSACTION_LIMIT,FINANCIAL_LIMIT,1,55,1,UPI,151,VIP,12,0,E-Commerce & Retail,0,91,MOBILE_ANDROID,17438.99,INCENTIVIZED_DUNNING,0,0.0,0.0
tx_rec_115109,cust_16380,mer_168,484.76,UPI,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,9,7,UPI,3,STANDARD,17,4,E-Commerce & Retail,0,103,MOBILE_ANDROID,785.2,INCENTIVIZED_DUNNING,1,20.5,460.52
tx_rec_115110,cust_10015,mer_225,2942.78,NET_BANKING,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,1,7,7,NET_BANKING,176,STANDARD,22,6,E-Commerce & Retail,0,111,MOBILE_ANDROID,2981.74,SMART_PAYLINK_1CLICK,1,6.5,2942.78
tx_rec_115111,cust_15853,mer_147,10544.75,UPI,ICICI Bank,UPI_PIN_FAILED,AUTHENTICATION,1,4,1,UPI,157,STANDARD,9,3,Travel & Hospitality,0,84,MOBILE_ANDROID,5791.3,UPI_INTENT_FALLBACK,1,0.5,10544.75
tx_rec_115112,cust_16280,mer_164,1906.61,CARD,State Bank of India,EXPIRED_CARD,INVALID_INSTRUMENT,3,9,9,CARD,89,STANDARD,23,1,SaaS & Cloud Services,0,46,MOBILE_ANDROID,5474.75,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_115113,cust_13497,mer_248,13327.78,CARD,Punjab National Bank,BANK_DECLINED,FINANCIAL_LIMIT,1,16,5,CARD,367,GROWTH,14,0,Quick Commerce & Food,0,63,MOBILE_ANDROID,16190.25,TIMED_SMART_RETRY,1,335.4,13327.78
tx_rec_115114,cust_11063,mer_246,1801.2,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,14,1,UPI,129,STANDARD,7,6,E-Commerce & Retail,0,77,MOBILE_IOS,1554.44,TIMED_SMART_RETRY,1,339.9,1801.2
tx_rec_115115,cust_16095,mer_215,5713.15,CARD,State Bank of India,EXPIRED_CARD,INVALID_INSTRUMENT,3,9,7,CARD,78,STANDARD,5,4,EdTech & Learning,0,51,MOBILE_ANDROID,5770.96,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_115116,cust_12194,mer_239,129779.47,UPI,Kotak Mahindra Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,51,5,WALLET,493,ENTERPRISE,9,4,Travel & Hospitality,0,106,MOBILE_IOS,70625.44,SMART_PAYLINK_1CLICK,1,6.1,129779.47
tx_rec_115117,cust_12184,mer_103,19596.53,UPI,Kotak Mahindra Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,18,1,UPI,117,VIP,16,0,Utilities & Telecom,0,57,MOBILE_ANDROID,16629.11,SMART_PAYLINK_1CLICK,1,18.7,19596.53
tx_rec_115118,cust_13039,mer_178,3717.19,UPI,HDFC Bank,TRANSACTION_LIMIT,FINANCIAL_LIMIT,1,4,7,UPI,607,STANDARD,7,1,SaaS & Cloud Services,0,29,MOBILE_ANDROID,2611.51,INCENTIVIZED_DUNNING,1,35.8,3531.33
tx_rec_115119,cust_16218,mer_150,14483.48,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,19,7,UPI,429,GROWTH,19,5,E-Commerce & Retail,0,48,MOBILE_ANDROID,9962.48,UPI_INTENT_FALLBACK,1,9.4,14483.48
tx_rec_115120,cust_10034,mer_250,1900.7,UPI,IndusInd Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,1,2,UPI,725,STANDARD,12,1,E-Commerce & Retail,0,555,MOBILE_ANDROID,4374.77,UPI_INTENT_FALLBACK,1,1.5,1900.7
tx_rec_115121,cust_14673,mer_175,17761.1,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,15,4,UPI,22,GROWTH,10,6,Travel & Hospitality,0,244,MOBILE_ANDROID,15222.64,UPI_INTENT_FALLBACK,1,2.2,17761.1
tx_rec_115122,cust_15815,mer_175,1362.18,UPI,ICICI Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,9,9,UPI,312,STANDARD,18,2,Quick Commerce & Food,0,222,MOBILE_ANDROID,1209.65,UPI_INTENT_FALLBACK,1,1.7,1362.18
tx_rec_115123,cust_13873,mer_124,40153.76,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,18,5,UPI,195,VIP,18,3,E-Commerce & Retail,0,52,MOBILE_ANDROID,38168.15,TIMED_SMART_RETRY,1,106.9,40153.76
tx_rec_115124,cust_16146,mer_111,17907.69,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,9,6,UPI,116,STANDARD,19,5,E-Commerce & Retail,0,97,MOBILE_ANDROID,7028.32,SMART_PAYLINK_1CLICK,1,1.0,17907.69
tx_rec_115125,cust_11013,mer_157,6096.43,UPI,Axis Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,11,7,UPI,213,STANDARD,11,1,E-Commerce & Retail,0,139,MOBILE_ANDROID,6246.84,UPI_INTENT_FALLBACK,1,2.8,6096.43
tx_rec_115126,cust_14165,mer_222,11405.97,MANDATE,HDFC Bank,MANDATE_FAILED,MANDATE_ISSUE,1,14,1,MANDATE,65,GROWTH,5,5,SaaS & Cloud Services,0,146,DESKTOP,17934.26,SMART_PAYLINK_1CLICK,1,13.1,11405.97
tx_rec_115127,cust_12186,mer_179,1289.7,CARD,Kotak Mahindra Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,4,6,CARD,10,STANDARD,21,4,E-Commerce & Retail,0,141,MOBILE_ANDROID,726.44,UPI_INTENT_FALLBACK,1,4.8,1289.7
tx_rec_115128,cust_17170,mer_194,7048.01,UPI,ICICI Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,17,5,CARD,447,GROWTH,12,0,EdTech & Learning,1,62,TABLET,12217.14,INCENTIVIZED_DUNNING,0,0.0,0.0
tx_rec_115129,cust_14538,mer_230,14651.57,UPI,Axis Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,5,3,UPI,32,GROWTH,16,0,EdTech & Learning,1,179,MOBILE_ANDROID,12041.57,WHATSAPP_CONCIERGE,1,17.2,14651.57
tx_rec_115130,cust_11896,mer_196,5132.93,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,10,4,UPI,4,STANDARD,18,6,E-Commerce & Retail,0,262,MOBILE_ANDROID,3237.18,SMART_PAYLINK_1CLICK,1,1.8,5132.93
tx_rec_115131,cust_16184,mer_239,1841.92,WALLET,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,3,3,6,UPI,66,STANDARD,16,0,E-Commerce & Retail,0,63,MOBILE_IOS,1248.43,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115132,cust_14915,mer_185,199120.84,UPI,Axis Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,113,4,UPI,94,ENTERPRISE,20,0,Quick Commerce & Food,0,57,MOBILE_ANDROID,133919.49,TIMED_SMART_RETRY,1,97.4,199120.84
tx_rec_115133,cust_15661,mer_221,2931.58,CARD,State Bank of India,CARD_DECLINED,FINANCIAL_LIMIT,2,10,6,CARD,204,GROWTH,15,1,E-Commerce & Retail,0,74,DESKTOP,3281.11,UPI_INTENT_FALLBACK,1,4.8,2931.58
tx_rec_115134,cust_13381,mer_213,2513.44,UPI,ICICI Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,2,9,7,UPI,206,STANDARD,15,3,SaaS & Cloud Services,0,39,MOBILE_ANDROID,3233.27,SMART_PAYLINK_1CLICK,1,7.1,2513.44
tx_rec_115135,cust_15488,mer_168,21288.89,UPI,Axis Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,2,20,3,UPI,691,GROWTH,8,1,E-Commerce & Retail,0,124,MOBILE_ANDROID,10727.78,INCENTIVIZED_DUNNING,1,82.2,20224.45
tx_rec_115136,cust_14948,mer_189,115458.32,NET_BANKING,Axis Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,2,36,2,NET_BANKING,315,ENTERPRISE,13,5,E-Commerce & Retail,0,80,MOBILE_ANDROID,47683.4,TIMED_SMART_RETRY,1,171.3,115458.32
tx_rec_115137,cust_12225,mer_230,22972.87,UPI,ICICI Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,59,2,UPI,42,VIP,18,3,SaaS & Cloud Services,0,679,MOBILE_ANDROID,23212.2,SMART_PAYLINK_1CLICK,1,10.7,22972.87
tx_rec_115138,cust_15975,mer_242,1263.29,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,1,8,UPI,310,STANDARD,17,1,E-Commerce & Retail,0,35,DESKTOP,722.64,UPI_INTENT_FALLBACK,1,2.9,1263.29
tx_rec_115139,cust_14612,mer_228,48734.46,UPI,Kotak Mahindra Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,20,5,UPI,5,ENTERPRISE,14,3,SaaS & Cloud Services,0,55,MOBILE_ANDROID,92653.83,SMART_PAYLINK_1CLICK,1,5.4,48734.46
tx_rec_115140,cust_11027,mer_126,68381.66,UPI,HDFC Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,29,2,UPI,89,VIP,14,5,SaaS & Cloud Services,0,59,MOBILE_ANDROID,51057.12,UPI_INTENT_FALLBACK,1,0.8,68381.66
tx_rec_115141,cust_17962,mer_187,9803.3,CARD,HDFC Bank,INVALID_CARD,INVALID_INSTRUMENT,2,11,1,CARD,154,STANDARD,12,2,EdTech & Learning,0,48,MOBILE_ANDROID,7716.85,CARD_UPDATE_PROMPT,0,0.0,0.0
tx_rec_115142,cust_10273,mer_222,8711.3,NET_BANKING,Axis Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,10,3,NET_BANKING,94,GROWTH,8,0,E-Commerce & Retail,0,72,MOBILE_ANDROID,8559.56,WHATSAPP_CONCIERGE,1,2.0,8711.3
tx_rec_115143,cust_15794,mer_203,76265.89,CARD,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,17,1,CARD,62,VIP,17,0,E-Commerce & Retail,0,40,MOBILE_ANDROID,59364.74,TIMED_SMART_RETRY,1,292.3,76265.89
tx_rec_115144,cust_10437,mer_171,2666.0,UPI,HDFC Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,9,6,CARD,76,STANDARD,10,6,SaaS & Cloud Services,0,283,DESKTOP,5968.8,SMART_PAYLINK_1CLICK,1,1.0,2666.0
tx_rec_115145,cust_16774,mer_135,1494.64,NET_BANKING,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,4,10,9,NET_BANKING,7,STANDARD,8,6,SaaS & Cloud Services,0,171,MOBILE_ANDROID,2295.54,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_115146,cust_14553,mer_160,26231.23,CARD,State Bank of India,CARD_DECLINED,FINANCIAL_LIMIT,1,16,4,CARD,83,VIP,10,6,Quick Commerce & Food,0,112,MOBILE_ANDROID,42631.48,TIMED_SMART_RETRY,1,280.7,26231.23
tx_rec_115147,cust_15280,mer_170,1844.76,UPI,ICICI Bank,UPI_PIN_FAILED,AUTHENTICATION,1,5,2,UPI,121,STANDARD,9,3,Quick Commerce & Food,0,98,DESKTOP,2414.85,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_115148,cust_17890,mer_242,18725.29,CARD,Bank of Baroda,CARD_DECLINED,FINANCIAL_LIMIT,2,27,3,CARD,858,GROWTH,0,1,Quick Commerce & Food,0,37,MOBILE_ANDROID,16011.18,TIMED_SMART_RETRY,1,184.8,18725.29
